ano,mes,estado,numero,encontro
2000,Outubro,Rio,10,1/1/2000
2001,Outubro,Rio,13,1/1/2001
2002,Outubro,Rio,10,1/1/2002
2003,Outubro,Rio,360,1/1/2003
2004,Outubro,Rio,680,1/1/2004
2005,Outubro,Rio,83,1/1/2005
2006,Outubro,Rio,160,1/1/2006
2007,Outubro,Rio,21,1/1/2007
2008,Outubro,Rio,135,1/1/2008
2009,Outubro,Rio,148,1/1/2009
2010,Outubro,Rio,95,1/1/2010
2011,Outubro,Rio,74,1/1/2011
2012,Outubro,Rio,91,1/1/2012
2013,Outubro,Rio,104,1/1/2013
2014,Outubro,Rio,110,1/1/2014
2015,Outubro,Rio,70,1/1/2015
2016,Outubro,Rio,93,1/1/2016
2017,Outubro,Rio,101,1/1/2017
1998,Novembro,Rio,28,1/1/1998
1999,Novembro,Rio,103,1/1/1999
2000,Novembro,Rio,18,1/1/2000
2001,Novembro,Rio,49,1/1/2001
2002,Novembro,Rio,117,1/1/2002
2003,Novembro,Rio,121,1/1/2003
2004,Novembro,Rio,161,1/1/2004
2005,Novembro,Rio,227,1/1/2005
2006,Novembro,Rio,27,1/1/2006
2007,Novembro,Rio,13,1/1/2007
2008,Novembro,Rio,14,1/1/2008
2009,Novembro,Rio,4,1/1/2009
2010,Novembro,Rio,90,1/1/2010
2011,Novembro,Rio,117,1/1/2011
2012,Novembro,Rio,74,1/1/2012
2013,Novembro,Rio,110,1/1/2013
2014,Novembro,Rio,68,1/1/2014
2015,Novembro,Rio,30,1/1/2015
2016,Novembro,Rio,105,1/1/2016
2017,Novembro,Rio,137,1/1/2017
1998,Dezembro,Rio,605,1/1/1998
1999,Dezembro,Rio,1.11,1/1/1999
2000,Dezembro,Rio,80,1/1/2000
2001,Dezembro,Rio,80,1/1/2001
2002,Dezembro,Rio,45,1/1/2002
2003,Dezembro,Rio,98,1/1/2003
2004,Dezembro,Rio,99,1/1/2004
2005,Dezembro,Rio,35,1/1/2005
2006,Dezembro,Rio,15,1/1/2006
2007,Dezembro,Rio,25,1/1/2007
2008,Dezembro,Rio,32,1/1/2008
2009,Dezembro,Rio,15,1/1/2009
2010,Dezembro,Rio,103,1/1/2010
2011,Dezembro,Rio,69,1/1/2011
2012,Dezembro,Rio,38,1/1/2012
2013,Dezembro,Rio,62,1/1/2013
2014,Dezembro,Rio,31,1/1/2014
2015,Dezembro,Rio,42,1/1/2015
2016,Dezembro,Rio,79,1/1/2016
1998,Janeiro,rondonia,0,1/1/1998
1999,Janeiro,rondonia,1,1/1/1999
2000,Janeiro,rondonia,0,1/1/2000
2001,Janeiro,rondonia,0,1/1/2001
2002,Janeiro,rondonia,6,1/1/2002
2003,Janeiro,rondonia,62,1/1/2003
2004,Janeiro,rondonia,30,1/1/2004
2005,Janeiro,rondonia,99,1/1/2005
2006,Janeiro,rondonia,16,1/1/2006
2007,Janeiro,rondonia,33,1/1/2007
2008,Janeiro,rondonia,4,1/1/2008
2009,Janeiro,rondonia,17,1/1/2009
2010,Janeiro,rondonia,18,1/1/2010
2011,Janeiro,rondonia,1,1/1/2011
2012,Janeiro,rondonia,2,1/1/2012
2013,Janeiro,rondonia,7,1/1/2013
2014,Janeiro,rondonia,12,1/1/2014
2015,Janeiro,rondonia,30,1/1/2015
2016,Janeiro,rondonia,93,1/1/2016
2017,Janeiro,rondonia,44,1/1/2017
1998,Fevereiro,rondonia,0,1/1/1998
1999,Fevereiro,rondonia,1,1/1/1999
2000,Fevereiro,rondonia,6,1/1/2000
2001,Fevereiro,rondonia,2,1/1/2001
2002,Fevereiro,rondonia,8,1/1/2002
2003,Fevereiro,rondonia,10,1/1/2003
2004,Fevereiro,rondonia,12,1/1/2004
2005,Fevereiro,rondonia,42,1/1/2005
2006,Fevereiro,rondonia,17,1/1/2006
2007,Fevereiro,rondonia,8,1/1/2007
2008,Fevereiro,rondonia,7,1/1/2008
2009,Fevereiro,rondonia,1,1/1/2009
2010,Fevereiro,rondonia,9,1/1/2010
2011,Fevereiro,rondonia,2,1/1/2011
2012,Fevereiro,rondonia,9,1/1/2012
2013,Fevereiro,rondonia,8,1/1/2013
2014,Fevereiro,rondonia,5,1/1/2014
2015,Fevereiro,rondonia,22,1/1/2015
2016,Fevereiro,rondonia,88,1/1/2016
2017,Fevereiro,rondonia,10,1/1/2017
1998,Março,rondonia,0,1/1/1998
1999,Março,rondonia,8,1/1/1999
2000,Março,rondonia,9,1/1/2000
2001,Março,rondonia,0,1/1/2001
2002,Março,rondonia,1,1/1/2002
2003,Março,rondonia,13,1/1/2003
2004,Março,rondonia,20,1/1/2004
2005,Março,rondonia,17,1/1/2005
2006,Março,rondonia,15,1/1/2006
2007,Março,rondonia,20,1/1/2007
2008,Março,rondonia,2,1/1/2008
2009,Março,rondonia,12,1/1/2009
2010,Março,rondonia,11,1/1/2010
2011,Março,rondonia,6,1/1/2011
2012,Março,rondonia,6,1/1/2012
2013,Março,rondonia,23,1/1/2013
2014,Março,rondonia,13,1/1/2014
2015,Março,rondonia,15,1/1/2015
2016,Março,rondonia,25,1/1/2016
2017,Março,rondonia,21,1/1/2017
1998,Abril,rondonia,0,1/1/1998
1999,Abril,rondonia,3,1/1/1999
2000,Abril,rondonia,0,1/1/2000
2001,Abril,rondonia,0,1/1/2001
2002,Abril,rondonia,3,1/1/2002
2003,Abril,rondonia,10,1/1/2003
2004,Abril,rondonia,14,1/1/2004
2005,Abril,rondonia,7,1/1/2005
2006,Abril,rondonia,0,1/1/2006
2007,Abril,rondonia,0,1/1/2007
2008,Abril,rondonia,8,1/1/2008
2009,Abril,rondonia,3,1/1/2009
2010,Abril,rondonia,19,1/1/2010
2011,Abril,rondonia,,1/1/2011
2012,Abril,rondonia,12,1/1/2012
2013,Abril,rondonia,9,1/1/2013
2014,Abril,rondonia,15,1/1/2014
2015,Abril,rondonia,15,1/1/2015
2016,Abril,rondonia,59,1/1/2016
2017,Abril,rondonia,19,1/1/2017
1998,Maio,rondonia,0,1/1/1998
1999,Maio,rondonia,3,1/1/1999
2000,Maio,rondonia,13,1/1/2000
2001,Maio,rondonia,5,1/1/2001
2002,Maio,rondonia,10,1/1/2002
2003,Maio,rondonia,21,1/1/2003
2004,Maio,rondonia,,1/1/2004
2005,Maio,rondonia,38,1/1/2005
2006,Maio,rondonia,7,1/1/2006
2007,Maio,rondonia,4,1/1/2007
2008,Maio,rondonia,1,1/1/2008
2009,Maio,rondonia,6,1/1/2009
2010,Maio,rondonia,41,1/1/2010
2011,Maio,rondonia,54,1/1/2011
2012,Maio,rondonia,22,1/1/2012
2013,Maio,rondonia,9,1/1/2013
2014,Maio,rondonia,28,1/1/2014
2015,Maio,rondonia,13,1/1/2015
2016,Maio,rondonia,44,1/1/2016
2017,Maio,rondonia,31,1/1/2017
1998,Junho,rondonia,26,1/1/1998
1999,Junho,rondonia,10,1/1/1999
2000,Junho,rondonia,54,1/1/2000
2001,Junho,rondonia,31,1/1/2001
2002,Junho,rondonia,141,1/1/2002
2003,Junho,rondonia,74,1/1/2003
2004,Junho,rondonia,151,1/1/2004
2005,Junho,rondonia,153,1/1/2005
2006,Junho,rondonia,40,1/1/2006
2007,Junho,rondonia,71,1/1/2007
2008,Junho,rondonia,11,1/1/2008
2009,Junho,rondonia,13,1/1/2009
2010,Junho,rondonia,,1/1/2010
2011,Junho,rondonia,130,1/1/2011
2012,Junho,rondonia,32,1/1/2012
2013,Junho,rondonia,22,1/1/2013
2014,Junho,rondonia,92,1/1/2014
2015,Junho,rondonia,119,1/1/2015
2016,Junho,rondonia,170,1/1/2016
2017,Junho,rondonia,192,1/1/2017
1998,Julho,rondonia,365,1/1/1998
1999,Julho,rondonia,135,1/1/1999
2000,Julho,rondonia,117,1/1/2000
2001,Julho,rondonia,74,1/1/2001
2002,Julho,rondonia,539,1/1/2002
2003,Julho,rondonia,516,1/1/2003
2004,Julho,rondonia,1.233,1/1/2004
2005,Julho,rondonia,798,1/1/2005
2006,Julho,rondonia,314,1/1/2006
2007,Julho,rondonia,187,1/1/2007
2008,Julho,rondonia,138,1/1/2008
2009,Julho,rondonia,110,1/1/2009
2010,Julho,rondonia,747,1/1/2010
2011,Julho,rondonia,293,1/1/2011
2012,Julho,rondonia,205,1/1/2012
2013,Julho,rondonia,117,1/1/2013
2014,Julho,rondonia,192,1/1/2014
2015,Julho,rondonia,423,1/1/2015
2016,Julho,rondonia,969,1/1/2016
2017,Julho,rondonia,1.28,1/1/2017
1998,Agosto,rondonia,2.254,1/1/1998
1999,Agosto,rondonia,1.976,1/1/1999
2000,Agosto,rondonia,2.197,1/1/2000
2001,Agosto,rondonia,2.132,1/1/2001
2002,Agosto,rondonia,3.465,1/1/2002
2003,Agosto,rondonia,7.06,1/1/2003
2004,Agosto,rondonia,6.893,1/1/2004
2005,Agosto,rondonia,6.672,1/1/2005
2006,Agosto,rondonia,3.124,1/1/2006
2007,Agosto,rondonia,4.786,1/1/2007
2008,Agosto,rondonia,1.251,1/1/2008
2009,Agosto,rondonia,484,1/1/2009
2010,Agosto,rondonia,4.388,1/1/2010
2011,Agosto,rondonia,1.161,1/1/2011
2012,Agosto,rondonia,2.209,1/1/2012
2013,Agosto,rondonia,885,1/1/2013
2014,Agosto,rondonia,3.038,1/1/2014
2015,Agosto,rondonia,3.762,1/1/2015
2016,Agosto,rondonia,3.675,1/1/2016
2017,Agosto,rondonia,4.287,1/1/2017
1998,Setembro,rondonia,3.753,1/1/1998
1999,Setembro,rondonia,3.062,1/1/1999
2000,Setembro,rondonia,2.438,1/1/2000
2001,Setembro,rondonia,1.927,1/1/2001
2002,Setembro,rondonia,7.067,1/1/2002
2003,Setembro,rondonia,6.89,1/1/2003
2004,Setembro,rondonia,13.05,1/1/2004
2005,Setembro,rondonia,13.972,1/1/2005
2006,Setembro,rondonia,9.92,1/1/2006
2007,Setembro,rondonia,6.832,1/1/2007
2008,Setembro,rondonia,3.726,1/1/2008
2009,Setembro,rondonia,1.869,1/1/2009
2010,Setembro,rondonia,4.893,1/1/2010
2011,Setembro,rondonia,1.782,1/1/2011
2012,Setembro,rondonia,2.471,1/1/2012
2013,Setembro,rondonia,1.776,1/1/2013
2014,Setembro,rondonia,2.8,1/1/2014
2015,Setembro,rondonia,6.129,1/1/2015
2016,Setembro,rondonia,4.208,1/1/2016
2017,Setembro,rondonia,5.638,1/1/2017
1998,Outubro,rondonia,483,1/1/1998
1999,Outubro,rondonia,1.884,1/1/1999
2000,Outubro,rondonia,644,1/1/2000
2001,Outubro,rondonia,796,1/1/2001
2002,Outubro,rondonia,3.554,1/1/2002
2003,Outubro,rondonia,4.962,1/1/2003
2004,Outubro,rondonia,3.094,1/1/2004
2005,Outubro,rondonia,2.559,1/1/2005
2006,Outubro,rondonia,1.148,1/1/2006
2007,Outubro,rondonia,2.023,1/1/2007
2008,Outubro,rondonia,1.482,1/1/2008
2009,Outubro,rondonia,1.444,1/1/2009
2010,Outubro,rondonia,1.307,1/1/2010
2011,Outubro,rondonia,822,1/1/2011
2012,Outubro,rondonia,1.229,1/1/2012
2013,Outubro,rondonia,555,1/1/2013
2014,Outubro,rondonia,1.063,1/1/2014
2015,Outubro,rondonia,2.598,1/1/2015
2016,Outubro,rondonia,1.844,1/1/2016
2017,Outubro,rondonia,2.19,1/1/2017
1998,Novembro,rondonia,3,1/1/1998
1999,Novembro,rondonia,41,1/1/1999
2000,Novembro,rondonia,13,1/1/2000
2001,Novembro,rondonia,91,1/1/2001
2002,Novembro,rondonia,,1/1/2002
2003,Novembro,rondonia,526,1/1/2003
2004,Novembro,rondonia,452,1/1/2004
2005,Novembro,rondonia,465,1/1/2005
2006,Novembro,rondonia,253,1/1/2006
2007,Novembro,rondonia,53,1/1/2007
2008,Novembro,rondonia,78,1/1/2008
2009,Novembro,rondonia,128,1/1/2009
2010,Novembro,rondonia,238,1/1/2010
2011,Novembro,rondonia,245,1/1/2011
2012,Novembro,rondonia,174,1/1/2012
2013,Novembro,rondonia,108,1/1/2013
2014,Novembro,rondonia,,1/1/2014
2015,Novembro,rondonia,1.002,1/1/2015
2016,Novembro,rondonia,401,1/1/2016
2017,Novembro,rondonia,372,1/1/2017
1998,Dezembro,rondonia,33,1/1/1998
1999,Dezembro,rondonia,0,1/1/1999
2000,Dezembro,rondonia,7,1/1/2000
2001,Dezembro,rondonia,1,1/1/2001
2002,Dezembro,rondonia,91,1/1/2002
2003,Dezembro,rondonia,214,1/1/2003
2004,Dezembro,rondonia,208,1/1/2004
2005,Dezembro,rondonia,36,1/1/2005
2006,Dezembro,rondonia,4,1/1/2006
2007,Dezembro,rondonia,6,1/1/2007
2008,Dezembro,rondonia,2,1/1/2008
2009,Dezembro,rondonia,9,1/1/2009
2010,Dezembro,rondonia,158,1/1/2010
2011,Dezembro,rondonia,37,1/1/2011
2012,Dezembro,rondonia,50,1/1/2012
2013,Dezembro,rondonia,143,1/1/2013
2014,Dezembro,rondonia,,1/1/2014
2015,Dezembro,rondonia,282,1/1/2015
2016,Dezembro,rondonia,148,1/1/2016
1998,Janeiro,Roraima,0,1/1/1998
1999,Janeiro,Roraima,15,1/1/1999
2000,Janeiro,Roraima,18,1/1/2000
2001,Janeiro,Roraima,101,1/1/2001
2002,Janeiro,Roraima,302,1/1/2002
2003,Janeiro,Roraima,547,1/1/2003
2004,Janeiro,Roraima,355,1/1/2004
2005,Janeiro,Roraima,106,1/1/2005
2006,Janeiro,Roraima,70,1/1/2006
2007,Janeiro,Roraima,194,1/1/2007
2008,Janeiro,Roraima,245,1/1/2008
2009,Janeiro,Roraima,45,1/1/2009
2010,Janeiro,Roraima,351,1/1/2010
2011,Janeiro,Roraima,225,1/1/2011
2012,Janeiro,Roraima,217,1/1/2012
2013,Janeiro,Roraima,397,1/1/2013
2014,Janeiro,Roraima,355,1/1/2014
2015,Janeiro,Roraima,330,1/1/2015
2016,Janeiro,Roraima,1.754,1/1/2016
2017,Janeiro,Roraima,108,1/1/2017
1998,Fevereiro,Roraima,0,1/1/1998
1999,Fevereiro,Roraima,20,1/1/1999
2000,Fevereiro,Roraima,57,1/1/2000
2001,Fevereiro,Roraima,646,1/1/2001
2002,Fevereiro,Roraima,476,1/1/2002
2003,Fevereiro,Roraima,767,1/1/2003
2004,Fevereiro,Roraima,259,1/1/2004
2005,Fevereiro,Roraima,105,1/1/2005
2006,Fevereiro,Roraima,283,1/1/2006
2007,Fevereiro,Roraima,796,1/1/2007
2008,Fevereiro,Roraima,138,1/1/2008
2009,Fevereiro,Roraima,153,1/1/2009
2010,Fevereiro,Roraima,,1/1/2010
2011,Fevereiro,Roraima,112,1/1/2011
2012,Fevereiro,Roraima,130,1/1/2012
2013,Fevereiro,Roraima,62,1/1/2013
2014,Fevereiro,Roraima,226,1/1/2014
2015,Fevereiro,Roraima,418,1/1/2015
2016,Fevereiro,Roraima,171,1/1/2016
2017,Fevereiro,Roraima,129,1/1/2017
1998,Março,Roraima,0,1/1/1998
1999,Março,Roraima,98,1/1/1999
2000,Março,Roraima,125,1/1/2000
2001,Março,Roraima,1.108,1/1/2001
2002,Março,Roraima,820,1/1/2002
2003,Março,Roraima,1.131,1/1/2003
2004,Março,Roraima,276,1/1/2004
2005,Março,Roraima,244,1/1/2005
2006,Março,Roraima,385,1/1/2006
2007,Março,Roraima,665,1/1/2007
2008,Março,Roraima,422,1/1/2008
2009,Março,Roraima,176,1/1/2009
2010,Março,Roraima,417,1/1/2010
2011,Março,Roraima,91,1/1/2011
2012,Março,Roraima,99,1/1/2012
2013,Março,Roraima,179,1/1/2013
2014,Março,Roraima,494,1/1/2014
2015,Março,Roraima,163,1/1/2015
2016,Março,Roraima,1.081,1/1/2016
2017,Março,Roraima,216,1/1/2017
1998,Abril,Roraima,0,1/1/1998
1999,Abril,Roraima,16,1/1/1999
2000,Abril,Roraima,0,1/1/2000
2001,Abril,Roraima,380,1/1/2001
2002,Abril,Roraima,,1/1/2002
2003,Abril,Roraima,268,1/1/2003
2004,Abril,Roraima,182,1/1/2004
2005,Abril,Roraima,22,1/1/2005
2006,Abril,Roraima,201,1/1/2006
2007,Abril,Roraima,58,1/1/2007
2008,Abril,Roraima,175,1/1/2008
2009,Abril,Roraima,115,1/1/2009
2010,Abril,Roraima,15,1/1/2010
2011,Abril,Roraima,108,1/1/2011
2012,Abril,Roraima,25,1/1/2012
2013,Abril,Roraima,87,1/1/2013
2014,Abril,Roraima,162,1/1/2014
2015,Abril,Roraima,278,1/1/2015
2016,Abril,Roraima,126,1/1/2016
2017,Abril,Roraima,51,1/1/2017
1998,Maio,Roraima,0,1/1/1998
1999,Maio,Roraima,0,1/1/1999
2000,Maio,Roraima,7,1/1/2000
2001,Maio,Roraima,9,1/1/2001
2002,Maio,Roraima,0,1/1/2002
2003,Maio,Roraima,0,1/1/2003
2004,Maio,Roraima,2,1/1/2004
2005,Maio,Roraima,1,1/1/2005
2006,Maio,Roraima,0,1/1/2006
2007,Maio,Roraima,0,1/1/2007
2008,Maio,Roraima,8,1/1/2008
2009,Maio,Roraima,219,1/1/2009
2010,Maio,Roraima,3,1/1/2010
2011,Maio,Roraima,4,1/1/2011
2012,Maio,Roraima,18,1/1/2012
2013,Maio,Roraima,4,1/1/2013
2014,Maio,Roraima,58,1/1/2014
2015,Maio,Roraima,12,1/1/2015
2016,Maio,Roraima,22,1/1/2016
2017,Maio,Roraima,29,1/1/2017
1998,Junho,Roraima,,1/1/1998
1999,Junho,Roraima,3,1/1/1999
2000,Junho,Roraima,0,1/1/2000
2001,Junho,Roraima,1,1/1/2001
2002,Junho,Roraima,0,1/1/2002
2003,Junho,Roraima,0,1/1/2003
2004,Junho,Roraima,6,1/1/2004
2005,Junho,Roraima,5,1/1/2005
2006,Junho,Roraima,0,1/1/2006
2007,Junho,Roraima,1,1/1/2007
2008,Junho,Roraima,0,1/1/2008
2009,Junho,Roraima,16,1/1/2009
2010,Junho,Roraima,0,1/1/2010
2011,Junho,Roraima,6,1/1/2011
2012,Junho,Roraima,22,1/1/2012
2013,Junho,Roraima,6,1/1/2013
2014,Junho,Roraima,4,1/1/2014
2015,Junho,Roraima,3,1/1/2015
2016,Junho,Roraima,7,1/1/2016
2017,Junho,Roraima,4,1/1/2017
1998,Julho,Roraima,1,1/1/1998
1999,Julho,Roraima,4,1/1/1999
2000,Julho,Roraima,0,1/1/2000
2001,Julho,Roraima,1,1/1/2001
2002,Julho,Roraima,7,1/1/2002
2003,Julho,Roraima,0,1/1/2003
2004,Julho,Roraima,2,1/1/2004
2005,Julho,Roraima,2,1/1/2005
2006,Julho,Roraima,0,1/1/2006
2007,Julho,Roraima,3,1/1/2007
2008,Julho,Roraima,0,1/1/2008
2009,Julho,Roraima,18,1/1/2009
2010,Julho,Roraima,1,1/1/2010
2011,Julho,Roraima,9,1/1/2011
2012,Julho,Roraima,2,1/1/2012
2013,Julho,Roraima,4,1/1/2013
2014,Julho,Roraima,9,1/1/2014
2015,Julho,Roraima,5,1/1/2015
2016,Julho,Roraima,0,1/1/2016
2017,Julho,Roraima,3,1/1/2017
1998,Agosto,Roraima,0,1/1/1998
1999,Agosto,Roraima,1,1/1/1999
2000,Agosto,Roraima,9,1/1/2000
2001,Agosto,Roraima,4,1/1/2001
2002,Agosto,Roraima,7,1/1/2002
2003,Agosto,Roraima,2,1/1/2003
2004,Agosto,Roraima,18,1/1/2004
2005,Agosto,Roraima,9,1/1/2005
2006,Agosto,Roraima,4,1/1/2006
2007,Agosto,Roraima,2,1/1/2007
2008,Agosto,Roraima,,1/1/2008
2009,Agosto,Roraima,29,1/1/2009
2010,Agosto,Roraima,3,1/1/2010
2011,Agosto,Roraima,39,1/1/2011
2012,Agosto,Roraima,4,1/1/2012
2013,Agosto,Roraima,3,1/1/2013
2014,Agosto,Roraima,12,1/1/2014
2015,Agosto,Roraima,11,1/1/2015
2016,Agosto,Roraima,11,1/1/2016
2017,Agosto,Roraima,35,1/1/2017
1998,Setembro,Roraima,2,1/1/1998
1999,Setembro,Roraima,3,1/1/1999
2000,Setembro,Roraima,12,1/1/2000
2001,Setembro,Roraima,1,1/1/2001
2002,Setembro,Roraima,48,1/1/2002
2003,Setembro,Roraima,6,1/1/2003
2004,Setembro,Roraima,9,1/1/2004
2005,Setembro,Roraima,72,1/1/2005
2006,Setembro,Roraima,40,1/1/2006
2007,Setembro,Roraima,9,1/1/2007
2008,Setembro,Roraima,17,1/1/2008
2009,Setembro,Roraima,117,1/1/2009
2010,Setembro,Roraima,18,1/1/2010
2011,Setembro,Roraima,53,1/1/2011
2012,Setembro,Roraima,67,1/1/2012
2013,Setembro,Roraima,18,1/1/2013
2014,Setembro,Roraima,67,1/1/2014
2015,Setembro,Roraima,77,1/1/2015
2016,Setembro,Roraima,19,1/1/2016
2017,Setembro,Roraima,43,1/1/2017
1998,Outubro,Roraima,1,1/1/1998
1999,Outubro,Roraima,10,1/1/1999
2000,Outubro,Roraima,25,1/1/2000
2001,Outubro,Roraima,13,1/1/2001
2002,Outubro,Roraima,191,1/1/2002
2003,Outubro,Roraima,14,1/1/2003
2004,Outubro,Roraima,53,1/1/2004
2005,Outubro,Roraima,88,1/1/2005
2006,Outubro,Roraima,135,1/1/2006
2007,Outubro,Roraima,15,1/1/2007
2008,Outubro,Roraima,78,1/1/2008
2009,Outubro,Roraima,197,1/1/2009
2010,Outubro,Roraima,64,1/1/2010
2011,Outubro,Roraima,65,1/1/2011
2012,Outubro,Roraima,152,1/1/2012
2013,Outubro,Roraima,63,1/1/2013
2014,Outubro,Roraima,61,1/1/2014
2015,Outubro,Roraima,181,1/1/2015
2016,Outubro,Roraima,101,1/1/2016
2017,Outubro,Roraima,156,1/1/2017
1998,Novembro,Roraima,1,1/1/1998
1999,Novembro,Roraima,15,1/1/1999
2000,Novembro,Roraima,32,1/1/2000
2001,Novembro,Roraima,76,1/1/2001
2002,Novembro,Roraima,133,1/1/2002
2003,Novembro,Roraima,27,1/1/2003
2004,Novembro,Roraima,135,1/1/2004
2005,Novembro,Roraima,135,1/1/2005
2006,Novembro,Roraima,26,1/1/2006
2007,Novembro,Roraima,112,1/1/2007
2008,Novembro,Roraima,39,1/1/2008
2009,Novembro,Roraima,312,1/1/2009
2010,Novembro,Roraima,27,1/1/2010
2011,Novembro,Roraima,,1/1/2011
2012,Novembro,Roraima,187,1/1/2012
2013,Novembro,Roraima,106,1/1/2013
2014,Novembro,Roraima,143,1/1/2014
2015,Novembro,Roraima,280,1/1/2015
2016,Novembro,Roraima,71,1/1/2016
2017,Novembro,Roraima,327,1/1/2017
1998,Dezembro,Roraima,16,1/1/1998
1999,Dezembro,Roraima,35,1/1/1999
2000,Dezembro,Roraima,77,1/1/2000
2001,Dezembro,Roraima,76,1/1/2001
2002,Dezembro,Roraima,199,1/1/2002
2003,Dezembro,Roraima,157,1/1/2003
2004,Dezembro,Roraima,160,1/1/2004
2005,Dezembro,Roraima,71,1/1/2005
2006,Dezembro,Roraima,101,1/1/2006
2007,Dezembro,Roraima,8,1/1/2007
2008,Dezembro,Roraima,5,1/1/2008
2009,Dezembro,Roraima,290,1/1/2009
2010,Dezembro,Roraima,73,1/1/2010
2011,Dezembro,Roraima,249,1/1/2011
2012,Dezembro,Roraima,78,1/1/2012
2013,Dezembro,Roraima,65,1/1/2013
2014,Dezembro,Roraima,277,1/1/2014
2015,Dezembro,Roraima,304,1/1/2015
2016,Dezembro,Roraima,136,1/1/2016
1998,Janeiro,Santa Catarina,0,1/1/1998
1999,Janeiro,Santa Catarina,11,1/1/1999
2000,Janeiro,Santa Catarina,14,1/1/2000
2001,Janeiro,Santa Catarina,11,1/1/2001
2002,Janeiro,Santa Catarina,22,1/1/2002
2003,Janeiro,Santa Catarina,45,1/1/2003
2004,Janeiro,Santa Catarina,37,1/1/2004
2005,Janeiro,Santa Catarina,46,1/1/2005
2006,Janeiro,Santa Catarina,41,1/1/2006
2007,Janeiro,Santa Catarina,9,1/1/2007
2008,Janeiro,Santa Catarina,25,1/1/2008
2009,Janeiro,Santa Catarina,21,1/1/2009
2010,Janeiro,Santa Catarina,2,1/1/2010
2011,Janeiro,Santa Catarina,9,1/1/2011
2012,Janeiro,Santa Catarina,14,1/1/2012
2013,Janeiro,Santa Catarina,18,1/1/2013
2014,Janeiro,Santa Catarina,58,1/1/2014
2015,Janeiro,Santa Catarina,28,1/1/2015
2016,Janeiro,Santa Catarina,53,1/1/2016
2017,Janeiro,Santa Catarina,46,1/1/2017
1998,Fevereiro,Santa Catarina,0,1/1/1998
1999,Fevereiro,Santa Catarina,2,1/1/1999
2000,Fevereiro,Santa Catarina,8,1/1/2000
2001,Fevereiro,Santa Catarina,0,1/1/2001
2002,Fevereiro,Santa Catarina,5,1/1/2002
2003,Fevereiro,Santa Catarina,43,1/1/2003
2004,Fevereiro,Santa Catarina,29,1/1/2004
2005,Fevereiro,Santa Catarina,46,1/1/2005
2006,Fevereiro,Santa Catarina,18,1/1/2006
2007,Fevereiro,Santa Catarina,14,1/1/2007
2008,Fevereiro,Santa Catarina,29,1/1/2008
2009,Fevereiro,Santa Catarina,7,1/1/2009
2010,Fevereiro,Santa Catarina,15,1/1/2010
2011,Fevereiro,Santa Catarina,1,1/1/2011
2012,Fevereiro,Santa Catarina,13,1/1/2012
2013,Fevereiro,Santa Catarina,12,1/1/2013
2014,Fevereiro,Santa Catarina,27,1/1/2014
2015,Fevereiro,Santa Catarina,23,1/1/2015
2016,Fevereiro,Santa Catarina,10,1/1/2016
2017,Fevereiro,Santa Catarina,31,1/1/2017
1998,Março,Santa Catarina,0,1/1/1998
1999,Março,Santa Catarina,7,1/1/1999
2000,Março,Santa Catarina,46,1/1/2000
2001,Março,Santa Catarina,1,1/1/2001
2002,Março,Santa Catarina,12,1/1/2002
2003,Março,Santa Catarina,58,1/1/2003
2004,Março,Santa Catarina,73,1/1/2004
2005,Março,Santa Catarina,92,1/1/2005
2006,Março,Santa Catarina,48,1/1/2006
2007,Março,Santa Catarina,23,1/1/2007
2008,Março,Santa Catarina,14,1/1/2008
2009,Março,Santa Catarina,33,1/1/2009
2010,Março,Santa Catarina,9,1/1/2010
2011,Março,Santa Catarina,8,1/1/2011
2012,Março,Santa Catarina,65,1/1/2012
2013,Março,Santa Catarina,14,1/1/2013
2014,Março,Santa Catarina,15,1/1/2014
2015,Março,Santa Catarina,37,1/1/2015
2016,Março,Santa Catarina,21,1/1/2016
2017,Março,Santa Catarina,12,1/1/2017
1998,Abril,Santa Catarina,0,1/1/1998
1999,Abril,Santa Catarina,0,1/1/1999
2000,Abril,Santa Catarina,7,1/1/2000
2001,Abril,Santa Catarina,1,1/1/2001
2002,Abril,Santa Catarina,7,1/1/2002
2003,Abril,Santa Catarina,120,1/1/2003
2004,Abril,Santa Catarina,59,1/1/2004
2005,Abril,Santa Catarina,25,1/1/2005
2006,Abril,Santa Catarina,30,1/1/2006
2007,Abril,Santa Catarina,2,1/1/2007
2008,Abril,Santa Catarina,31,1/1/2008
2009,Abril,Santa Catarina,57,1/1/2009
2010,Abril,Santa Catarina,19,1/1/2010
2011,Abril,Santa Catarina,5,1/1/2011
2012,Abril,Santa Catarina,40,1/1/2012
2013,Abril,Santa Catarina,46,1/1/2013
2014,Abril,Santa Catarina,34,1/1/2014
2015,Abril,Santa Catarina,32,1/1/2015
2016,Abril,Santa Catarina,36,1/1/2016
2017,Abril,Santa Catarina,26,1/1/2017
1998,Maio,Santa Catarina,0,1/1/1998
1999,Maio,Santa Catarina,1,1/1/1999
2000,Maio,Santa Catarina,0,1/1/2000
2001,Maio,Santa Catarina,2,1/1/2001
2002,Maio,Santa Catarina,3,1/1/2002
2003,Maio,Santa Catarina,84,1/1/2003
2004,Maio,Santa Catarina,2,1/1/2004
2005,Maio,Santa Catarina,21,1/1/2005
2006,Maio,Santa Catarina,33,1/1/2006
